assay_description,canonical_smiles,document_chembl_id,relation,standard_relation,standard_type,standard_units,standard_value,type,units,value,SMILES,year
Binding affinity to MER (unknown origin) at 75 uM after 1 hr relative to control,COc1ccccc1C(=O)Nc1ccc(Nc2ncnc3[nH]cnc23)c(F)c1,CHEMBL2346606,=,=,Activity,%,6.0,Activity,%,6.0,COc1ccccc1C(=O)Nc1ccc(Nc2ncnc3[nH]cnc23)c(F)c1,2013.0
Binding affinity to MER (unknown origin) at 75 uM after 1 hr relative to control,O=C(Nc1ccc(Nc2ncnc3[nH]cnc23)cc1)c1cccn(-c2cccc(C(F)(F)F)c2)c1=O,CHEMBL2346606,=,=,Activity,%,0.0,Activity,%,0.0,O=C(Nc1ccc(Nc2ncnc3[nH]cnc23)cc1)c1cccn(-c2cccc(C(F)(F)F)c2)c1=O,2013.0
Binding affinity to MER (unknown origin) at 75 uM after 1 hr relative to control,O=C(Nc1ccc(Nc2ncnc3[nH]cnc23)cc1)c1cccn(-c2cccc(F)c2)c1=O,CHEMBL2346606,=,=,Activity,%,24.0,Activity,%,24.0,O=C(Nc1ccc(Nc2ncnc3[nH]cnc23)cc1)c1cccn(-c2cccc(F)c2)c1=O,2013.0
Binding affinity to MER (unknown origin) at 75 uM after 1 hr relative to control,COc1ncccc1C(=O)Nc1ccc(Nc2ncnc3[nH]cnc23)cc1,CHEMBL2346606,=,=,Activity,%,0.0,Activity,%,0.0,COc1ncccc1C(=O)Nc1ccc(Nc2ncnc3[nH]cnc23)cc1,2013.0
Binding affinity to MER (unknown origin) at 75 uM after 1 hr relative to control,O=C(Nc1ccc(Nc2ncnc3[nH]cnc23)cc1)c1cccnc1F,CHEMBL2346606,=,=,Activity,%,0.0,Activity,%,0.0,O=C(Nc1ccc(Nc2ncnc3[nH]cnc23)cc1)c1cccnc1F,2013.0
Binding affinity to MER (unknown origin) at 75 uM after 1 hr relative to control,O=C(Nc1ccc(Nc2ncnc3[nH]cnc23)cc1)c1ccccc1F,CHEMBL2346606,=,=,Activity,%,0.0,Activity,%,0.0,O=C(Nc1ccc(Nc2ncnc3[nH]cnc23)cc1)c1ccccc1F,2013.0
Binding affinity to MER (unknown origin) at 75 uM after 1 hr relative to control,O=C(Nc1ccc(Oc2ncnc3[nH]cnc23)c(F)c1)c1cccn(-c2ccc(C(F)(F)F)cc2)c1=O,CHEMBL2346606,=,=,Activity,%,99.0,Activity,%,99.0,O=C(Nc1ccc(Oc2ncnc3[nH]cnc23)c(F)c1)c1cccn(-c2ccc(C(F)(F)F)cc2)c1=O,2013.0
Binding affinity to MER (unknown origin) at 75 uM after 1 hr relative to control,O=C(Nc1ccc(Oc2ncnc3[nH]cnc23)c(F)c1)c1cccn(-c2ccc(F)cc2)c1=O,CHEMBL2346606,=,=,Activity,%,99.0,Activity,%,99.0,O=C(Nc1ccc(Oc2ncnc3[nH]cnc23)c(F)c1)c1cccn(-c2ccc(F)cc2)c1=O,2013.0
Binding affinity to MER (unknown origin) at 75 uM after 1 hr relative to control,O=C(Nc1ccc(Oc2ncnc3[nH]cnc23)c(F)c1)c1cccn(-c2cccc(F)c2)c1=O,CHEMBL2346606,=,=,Activity,%,97.0,Activity,%,97.0,O=C(Nc1ccc(Oc2ncnc3[nH]cnc23)c(F)c1)c1cccn(-c2cccc(F)c2)c1=O,2013.0
Binding affinity to MER (unknown origin) at 75 uM after 1 hr relative to control,O=C(Nc1ccc(Oc2ncnc3[nH]cnc23)c(F)c1)c1ccccc1F,CHEMBL2346606,=,=,Activity,%,40.0,Activity,%,40.0,O=C(Nc1ccc(Oc2ncnc3[nH]cnc23)c(F)c1)c1ccccc1F,2013.0
Binding affinity to MER (unknown origin) at 1 uM after 1 hr relative to control,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,CHEMBL2346606,=,=,Activity,%,59.0,Activity,%,59.0,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,2013.0
Binding affinity to MER (unknown origin) at 1 uM after 1 hr relative to control,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,CHEMBL2346606,=,=,Activity,%,99.6,Activity,%,99.6,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,2013.0
Binding affinity to MER (unknown origin) at 1 uM after 1 hr relative to control,COc1ncccc1C(=O)Nc1cccc(-c2nc3c(Nc4ccc(F)cc4)ncnc3[nH]2)c1,CHEMBL2346606,=,=,Activity,%,0.0,Activity,%,0.0,COc1ncccc1C(=O)Nc1cccc(-c2nc3c(Nc4ccc(F)cc4)ncnc3[nH]2)c1,2013.0
Binding affinity to MER (unknown origin) at 1 uM after 1 hr relative to control,O=C(Nc1cccc(-c2nc3c(Nc4ccc(F)cc4)ncnc3[nH]2)c1)c1ccccc1F,CHEMBL2346606,=,=,Activity,%,0.0,Activity,%,0.0,O=C(Nc1cccc(-c2nc3c(Nc4ccc(F)cc4)ncnc3[nH]2)c1)c1ccccc1F,2013.0
Binding affinity to MER (unknown origin) at 1 uM after 1 hr relative to control,COc1ccccc1C(=O)Nc1cccc(-c2nc3c(Nc4ccc(F)cc4)ncnc3[nH]2)c1,CHEMBL2346606,=,=,Activity,%,0.0,Activity,%,0.0,COc1ccccc1C(=O)Nc1cccc(-c2nc3c(Nc4ccc(F)cc4)ncnc3[nH]2)c1,2013.0
Binding affinity to MER (unknown origin) at 1 uM after 1 hr relative to control,Cc1cc(C(=O)Nc2cccc(-c3nc4c(Nc5ccc(F)cc5)ncnc4[nH]3)c2)ccc1Br,CHEMBL2346606,=,=,Activity,%,0.0,Activity,%,0.0,Cc1cc(C(=O)Nc2cccc(-c3nc4c(Nc5ccc(F)cc5)ncnc4[nH]3)c2)ccc1Br,2013.0
Binding affinity to MER (unknown origin) at 1 uM after 1 hr relative to control,COc1ncccc1C(=O)Nc1cccc(-c2nc3c(Nc4cccc(F)c4)ncnc3[nH]2)c1,CHEMBL2346606,=,=,Activity,%,0.0,Activity,%,0.0,COc1ncccc1C(=O)Nc1cccc(-c2nc3c(Nc4cccc(F)c4)ncnc3[nH]2)c1,2013.0
Binding affinity to MER (unknown origin) at 1 uM after 1 hr relative to control,COc1ccccc1C(=O)Nc1cccc(-c2nc3c(Nc4cccc(F)c4)ncnc3[nH]2)c1,CHEMBL2346606,=,=,Activity,%,0.0,Activity,%,0.0,COc1ccccc1C(=O)Nc1cccc(-c2nc3c(Nc4cccc(F)c4)ncnc3[nH]2)c1,2013.0
Binding affinity to MER (unknown origin) at 1 uM after 1 hr relative to control,Cc1cc(C(=O)Nc2cccc(-c3nc4c(Nc5cccc(F)c5)ncnc4[nH]3)c2)ccc1Br,CHEMBL2346606,=,=,Activity,%,0.0,Activity,%,0.0,Cc1cc(C(=O)Nc2cccc(-c3nc4c(Nc5cccc(F)c5)ncnc4[nH]3)c2)ccc1Br,2013.0
Binding affinity to MER (unknown origin) at 1 uM after 1 hr relative to control,COc1ncccc1C(=O)Nc1cccc(-c2nc3c(Nc4cccc(C(F)(F)F)c4)ncnc3[nH]2)c1,CHEMBL2346606,=,=,Activity,%,0.0,Activity,%,0.0,COc1ncccc1C(=O)Nc1cccc(-c2nc3c(Nc4cccc(C(F)(F)F)c4)ncnc3[nH]2)c1,2013.0
Binding affinity to MER (unknown origin) at 1 uM after 1 hr relative to control,O=C(Nc1cccc(-c2nc3c(Nc4cccc(C(F)(F)F)c4)ncnc3[nH]2)c1)c1ccccc1F,CHEMBL2346606,=,=,Activity,%,0.0,Activity,%,0.0,O=C(Nc1cccc(-c2nc3c(Nc4cccc(C(F)(F)F)c4)ncnc3[nH]2)c1)c1ccccc1F,2013.0
Binding affinity to MER (unknown origin) at 1 uM after 1 hr relative to control,COc1ccccc1C(=O)Nc1cccc(-c2nc3c(Nc4cccc(C(F)(F)F)c4)ncnc3[nH]2)c1,CHEMBL2346606,=,=,Activity,%,8.0,Activity,%,8.0,COc1ccccc1C(=O)Nc1cccc(-c2nc3c(Nc4cccc(C(F)(F)F)c4)ncnc3[nH]2)c1,2013.0
Binding affinity to MER (unknown origin) at 1 uM after 1 hr relative to control,Cc1cc(C(=O)Nc2cccc(-c3nc4c(Nc5cccc(C(F)(F)F)c5)ncnc4[nH]3)c2)ccc1Br,CHEMBL2346606,=,=,Activity,%,0.0,Activity,%,0.0,Cc1cc(C(=O)Nc2cccc(-c3nc4c(Nc5cccc(C(F)(F)F)c5)ncnc4[nH]3)c2)ccc1Br,2013.0
Binding affinity to MER (unknown origin) at 1 uM after 1 hr relative to control,COc1ncccc1C(=O)Nc1cccc(-c2nc3c(Nc4ccccc4)ncnc3[nH]2)c1,CHEMBL2346606,=,=,Activity,%,0.0,Activity,%,0.0,COc1ncccc1C(=O)Nc1cccc(-c2nc3c(Nc4ccccc4)ncnc3[nH]2)c1,2013.0
Binding affinity to MER (unknown origin) at 1 uM after 1 hr relative to control,O=C(Nc1cccc(-c2nc3c(Nc4ccccc4)ncnc3[nH]2)c1)c1ccccc1F,CHEMBL2346606,=,=,Activity,%,8.0,Activity,%,8.0,O=C(Nc1cccc(-c2nc3c(Nc4ccccc4)ncnc3[nH]2)c1)c1ccccc1F,2013.0
Binding affinity to MER (unknown origin) at 1 uM after 1 hr relative to control,COc1ccccc1C(=O)Nc1cccc(-c2nc3c(Nc4ccccc4)ncnc3[nH]2)c1,CHEMBL2346606,=,=,Activity,%,11.0,Activity,%,11.0,COc1ccccc1C(=O)Nc1cccc(-c2nc3c(Nc4ccccc4)ncnc3[nH]2)c1,2013.0
Binding affinity to MER (unknown origin) at 1 uM after 1 hr relative to control,O=C(Nc1cccc(-c2ncnc3[nH]cnc23)c1)c1cccn(-c2cccc(C(F)(F)F)c2)c1=O,CHEMBL2346606,=,=,Activity,%,0.0,Activity,%,0.0,O=C(Nc1cccc(-c2ncnc3[nH]cnc23)c1)c1cccn(-c2cccc(C(F)(F)F)c2)c1=O,2013.0
Binding affinity to MER (unknown origin) at 1 uM after 1 hr relative to control,O=C(Nc1cccc(-c2ncnc3[nH]cnc23)c1)c1cccn(-c2ccc(C(F)(F)F)cc2)c1=O,CHEMBL2346606,=,=,Activity,%,0.0,Activity,%,0.0,O=C(Nc1cccc(-c2ncnc3[nH]cnc23)c1)c1cccn(-c2ccc(C(F)(F)F)cc2)c1=O,2013.0
Binding affinity to MER (unknown origin) at 1 uM after 1 hr relative to control,O=C(Nc1cccc(-c2ncnc3[nH]cnc23)c1)c1cccn(-c2ccc(F)cc2)c1=O,CHEMBL2346606,=,=,Activity,%,15.0,Activity,%,15.0,O=C(Nc1cccc(-c2ncnc3[nH]cnc23)c1)c1cccn(-c2ccc(F)cc2)c1=O,2013.0
Binding affinity to MER (unknown origin) at 1 uM after 1 hr relative to control,O=C(Nc1cccc(-c2ncnc3[nH]cnc23)c1)c1cccn(-c2cccc(F)c2)c1=O,CHEMBL2346606,=,=,Activity,%,12.0,Activity,%,12.0,O=C(Nc1cccc(-c2ncnc3[nH]cnc23)c1)c1cccn(-c2cccc(F)c2)c1=O,2013.0
Binding affinity to MER (unknown origin) at 1 uM after 1 hr relative to control,COc1ncccc1C(=O)Nc1cccc(-c2ncnc3[nH]cnc23)c1,CHEMBL2346606,=,=,Activity,%,0.0,Activity,%,0.0,COc1ncccc1C(=O)Nc1cccc(-c2ncnc3[nH]cnc23)c1,2013.0
Binding affinity to MER (unknown origin) at 1 uM after 1 hr relative to control,O=C(Nc1cccc(-c2ncnc3[nH]cnc23)c1)c1cccnc1F,CHEMBL2346606,=,=,Activity,%,0.0,Activity,%,0.0,O=C(Nc1cccc(-c2ncnc3[nH]cnc23)c1)c1cccnc1F,2013.0
Binding affinity to MER (unknown origin) at 1 uM after 1 hr relative to control,O=C(Nc1cccc(-c2ncnc3[nH]cnc23)c1)c1ccccc1F,CHEMBL2346606,=,=,Activity,%,0.0,Activity,%,0.0,O=C(Nc1cccc(-c2ncnc3[nH]cnc23)c1)c1ccccc1F,2013.0
Binding affinity to MER (unknown origin) at 1 uM after 1 hr relative to control,Cc1cc(C(=O)Nc2cccc(-c3ncnc4[nH]cnc34)c2)ccc1Br,CHEMBL2346606,=,=,Activity,%,25.0,Activity,%,25.0,Cc1cc(C(=O)Nc2cccc(-c3ncnc4[nH]cnc34)c2)ccc1Br,2013.0
Binding affinity to MER (unknown origin) at 1 uM after 1 hr relative to control,COc1ccccc1C(=O)Nc1cccc(-c2ncnc3[nH]cnc23)c1,CHEMBL2346606,=,=,Activity,%,0.0,Activity,%,0.0,COc1ccccc1C(=O)Nc1cccc(-c2ncnc3[nH]cnc23)c1,2013.0
Binding affinity to MER (unknown origin) at 1 uM after 1 hr relative to control,O=C(Nc1ccc(Nc2ncnc3[nH]cnc23)c(F)c1)c1cccn(-c2cccc(C(F)(F)F)c2)c1=O,CHEMBL2346606,=,=,Activity,%,36.0,Activity,%,36.0,O=C(Nc1ccc(Nc2ncnc3[nH]cnc23)c(F)c1)c1cccn(-c2cccc(C(F)(F)F)c2)c1=O,2013.0
Binding affinity to MER (unknown origin) at 1 uM after 1 hr relative to control,O=C(Nc1ccc(Nc2ncnc3[nH]cnc23)c(F)c1)c1cccn(-c2ccc(C(F)(F)F)cc2)c1=O,CHEMBL2346606,=,=,Activity,%,33.0,Activity,%,33.0,O=C(Nc1ccc(Nc2ncnc3[nH]cnc23)c(F)c1)c1cccn(-c2ccc(C(F)(F)F)cc2)c1=O,2013.0
Binding affinity to MER (unknown origin) at 1 uM after 1 hr relative to control,O=C(Nc1ccc(Nc2ncnc3[nH]cnc23)c(F)c1)c1cccn(-c2ccc(F)cc2)c1=O,CHEMBL2346606,=,=,Activity,%,39.0,Activity,%,39.0,O=C(Nc1ccc(Nc2ncnc3[nH]cnc23)c(F)c1)c1cccn(-c2ccc(F)cc2)c1=O,2013.0
Binding affinity to MER (unknown origin) at 1 uM after 1 hr relative to control,O=C(Nc1ccc(Nc2ncnc3[nH]cnc23)c(F)c1)c1cccn(-c2cccc(F)c2)c1=O,CHEMBL2346606,=,=,Activity,%,75.0,Activity,%,75.0,O=C(Nc1ccc(Nc2ncnc3[nH]cnc23)c(F)c1)c1cccn(-c2cccc(F)c2)c1=O,2013.0
Binding affinity to MER (unknown origin) at 1 uM after 1 hr relative to control,COc1ncccc1C(=O)Nc1ccc(Nc2ncnc3[nH]cnc23)c(F)c1,CHEMBL2346606,=,=,Activity,%,0.0,Activity,%,0.0,COc1ncccc1C(=O)Nc1ccc(Nc2ncnc3[nH]cnc23)c(F)c1,2013.0
Binding affinity to MER (unknown origin) at 1 uM after 1 hr relative to control,O=C(Nc1ccc(Nc2ncnc3[nH]cnc23)c(F)c1)c1cccnc1F,CHEMBL2346606,=,=,Activity,%,0.0,Activity,%,0.0,O=C(Nc1ccc(Nc2ncnc3[nH]cnc23)c(F)c1)c1cccnc1F,2013.0
Binding affinity to MER (unknown origin) at 1 uM after 1 hr relative to control,O=C(Nc1ccc(Nc2ncnc3[nH]cnc23)c(F)c1)c1ccccc1F,CHEMBL2346606,=,=,Activity,%,0.0,Activity,%,0.0,O=C(Nc1ccc(Nc2ncnc3[nH]cnc23)c(F)c1)c1ccccc1F,2013.0
Binding affinity to MER (unknown origin) at 1 uM after 1 hr relative to control,Cc1cc(C(=O)Nc2ccc(Nc3ncnc4[nH]cnc34)c(F)c2)ccc1Br,CHEMBL2346606,=,=,Activity,%,15.0,Activity,%,15.0,Cc1cc(C(=O)Nc2ccc(Nc3ncnc4[nH]cnc34)c(F)c2)ccc1Br,2013.0
Binding affinity to MER (unknown origin) at 1 uM after 1 hr relative to control,COc1ccccc1C(=O)Nc1ccc(Nc2ncnc3[nH]cnc23)c(F)c1,CHEMBL2346606,=,=,Activity,%,0.0,Activity,%,0.0,COc1ccccc1C(=O)Nc1ccc(Nc2ncnc3[nH]cnc23)c(F)c1,2013.0
Binding affinity to MER (unknown origin) at 1 uM after 1 hr relative to control,O=C(Nc1ccc(Nc2ncnc3[nH]cnc23)cc1)c1cccn(-c2cccc(C(F)(F)F)c2)c1=O,CHEMBL2346606,=,=,Activity,%,0.0,Activity,%,0.0,O=C(Nc1ccc(Nc2ncnc3[nH]cnc23)cc1)c1cccn(-c2cccc(C(F)(F)F)c2)c1=O,2013.0
Binding affinity to MER (unknown origin) at 1 uM after 1 hr relative to control,O=C(Nc1ccc(Nc2ncnc3[nH]cnc23)cc1)c1cccn(-c2cccc(F)c2)c1=O,CHEMBL2346606,=,=,Activity,%,28.0,Activity,%,28.0,O=C(Nc1ccc(Nc2ncnc3[nH]cnc23)cc1)c1cccn(-c2cccc(F)c2)c1=O,2013.0
Binding affinity to MER (unknown origin) at 1 uM after 1 hr relative to control,COc1ncccc1C(=O)Nc1ccc(Nc2ncnc3[nH]cnc23)cc1,CHEMBL2346606,=,=,Activity,%,0.0,Activity,%,0.0,COc1ncccc1C(=O)Nc1ccc(Nc2ncnc3[nH]cnc23)cc1,2013.0
Binding affinity to MER (unknown origin) at 1 uM after 1 hr relative to control,O=C(Nc1ccc(Nc2ncnc3[nH]cnc23)cc1)c1cccnc1F,CHEMBL2346606,=,=,Activity,%,0.0,Activity,%,0.0,O=C(Nc1ccc(Nc2ncnc3[nH]cnc23)cc1)c1cccnc1F,2013.0
Binding affinity to MER (unknown origin) at 1 uM after 1 hr relative to control,O=C(Nc1ccc(Nc2ncnc3[nH]cnc23)cc1)c1ccccc1F,CHEMBL2346606,=,=,Activity,%,0.0,Activity,%,0.0,O=C(Nc1ccc(Nc2ncnc3[nH]cnc23)cc1)c1ccccc1F,2013.0
Binding affinity to MER (unknown origin) at 1 uM after 1 hr relative to control,O=C(Nc1ccc(Oc2ncnc3[nH]cnc23)c(F)c1)c1cccn(-c2ccc(C(F)(F)F)cc2)c1=O,CHEMBL2346606,=,=,Activity,%,84.0,Activity,%,84.0,O=C(Nc1ccc(Oc2ncnc3[nH]cnc23)c(F)c1)c1cccn(-c2ccc(C(F)(F)F)cc2)c1=O,2013.0
Binding affinity to MER (unknown origin) at 1 uM after 1 hr relative to control,O=C(Nc1ccc(Oc2ncnc3[nH]cnc23)c(F)c1)c1cccn(-c2ccc(F)cc2)c1=O,CHEMBL2346606,=,=,Activity,%,99.0,Activity,%,99.0,O=C(Nc1ccc(Oc2ncnc3[nH]cnc23)c(F)c1)c1cccn(-c2ccc(F)cc2)c1=O,2013.0
Binding affinity to MER (unknown origin) at 1 uM after 1 hr relative to control,O=C(Nc1ccc(Oc2ncnc3[nH]cnc23)c(F)c1)c1cccn(-c2cccc(F)c2)c1=O,CHEMBL2346606,=,=,Activity,%,89.0,Activity,%,89.0,O=C(Nc1ccc(Oc2ncnc3[nH]cnc23)c(F)c1)c1cccn(-c2cccc(F)c2)c1=O,2013.0
Binding affinity to MER (unknown origin) at 1 uM after 1 hr relative to control,O=C(Nc1ccc(Oc2ncnc3[nH]cnc23)c(F)c1)c1ccccc1F,CHEMBL2346606,=,=,Activity,%,0.0,Activity,%,0.0,O=C(Nc1ccc(Oc2ncnc3[nH]cnc23)c(F)c1)c1ccccc1F,2013.0
Inhibition of MER (unknown origin) assessed as remaining activity at 10 uM relative to control,O=c1[nH]c2ncc(-c3ccc(-c4nc[nH]n4)cc3)nc2n1CCC1CCOCC1,CHEMBL2346597,=,=,Activity,%,95.0,Activity,%,95.0,O=c1[nH]c2ncc(-c3ccc(-c4nc[nH]n4)cc3)nc2n1CCC1CCOCC1,2013.0
Inhibition of MER (unknown origin) at 200 nM relative to control,CC(C)[S+]([O-])c1ccccc1Nc1nc(Nc2ccc(CN3CCN(C)CC3)cc2)ncc1Cl,CHEMBL2346606,>,>,Inhibition,%,90.0,INH,%,90.0,CC(C)[S+]([O-])c1ccccc1Nc1nc(Nc2ccc(CN3CCN(C)CC3)cc2)ncc1Cl,2013.0
Inhibition of MER (588 to 855) (unknown origin) by fluorescence assay,CC(C)n1cnc2/c(=N/c3cccc(Cl)c3)nc(NCCO)[nH]c21,CHEMBL2346606,=,=,IC50,nM,11300.0,IC50,uM,11.3,CC(C)n1cnc2/c(=N/c3cccc(Cl)c3)nc(NCCO)[nH]c21,2013.0
Inhibition of MER (unknown origin),CCCCNc1ncc2c(-c3ccc(F)cc3)nn(C[C@H]3CC[C@H](N)CC3)c2n1,CHEMBL2346606,=,=,IC50,nM,2.9,IC50,nM,2.9,CCCCNc1ncc2c(-c3ccc(F)cc3)nn(C[C@H]3CC[C@H](N)CC3)c2n1,2013.0
Binding affinity to MER (unknown origin),COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,CHEMBL2346606,=,=,Kd,nM,1400.0,Kd,nM,1400.0,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,2013.0
Inhibition of MER (unknown origin) assessed as remaining activity at 1 uM relative to control,CC(C)(O)c1ccc(-c2cnc3c(n2)N(CC2CCOCC2)CC(=O)N3)cn1,CHEMBL2346597,=,=,Activity,%,104.0,Activity,%,104.0,CC(C)(O)c1ccc(-c2cnc3c(n2)N(CC2CCOCC2)CC(=O)N3)cn1,2013.0
Inhibition of MER (unknown origin) assessed as remaining activity at 10 uM relative to control,CC(C)(O)c1ccc(-c2cnc3c(n2)N(CC2CCOCC2)CC(=O)N3)cn1,CHEMBL2346597,=,=,Activity,%,102.0,Activity,%,102.0,CC(C)(O)c1ccc(-c2cnc3c(n2)N(CC2CCOCC2)CC(=O)N3)cn1,2013.0
Inhibition of c-MER (unknown origin) using [gamma-33P]ATP assessed as residual activity at 3 uM,CCc1ccc(-c2ccc3c(c2)-c2[nH]ncc2S(=O)(=O)N3C)cc1,CHEMBL2346629,=,=,Activity,%,86.0,Activity,%,86.0,CCc1ccc(-c2ccc3c(c2)-c2[nH]ncc2S(=O)(=O)N3C)cc1,2013.0
Inhibition of MERTK (unknown origin) transfected in mouse Ba/F3 cells at 5 uM after 24 hrs,Cc1ccc(-n2cnc3cc(Nc4nnc(C)c5ccccc45)ccc32)cc1,CHEMBL2390926,,,Inhibition,%,,INH,,,Cc1ccc(-n2cnc3cc(Nc4nnc(C)c5ccccc45)ccc32)cc1,2013.0
Inhibition of MERTK (unknown origin) transfected in mouse Ba/F3 cells at 5 uM after 24 hrs,Fc1ccc(-c2n[nH]cc2-c2ccncc2)cc1Cl,CHEMBL2390926,,,Inhibition,%,,INH,,,Fc1ccc(-c2n[nH]cc2-c2ccncc2)cc1Cl,2013.0
Inhibition of MERTK (unknown origin) transfected in mouse Ba/F3 cells at 1 uM after 24 hrs,Cc1cccc(C(=O)Nc2cc(-c3ccc(F)cc3)n[nH]2)c1,CHEMBL2390926,,,Inhibition,%,,INH,,,Cc1cccc(C(=O)Nc2cc(-c3ccc(F)cc3)n[nH]2)c1,2013.0
Inhibition of MERTK (unknown origin) transfected in mouse Ba/F3 cells at 1 uM after 24 hrs,Cc1ccc(-c2cc(NC(=O)c3ccc(F)cc3)[nH]n2)cc1,CHEMBL2390926,,,Inhibition,%,,INH,,,Cc1ccc(-c2cc(NC(=O)c3ccc(F)cc3)[nH]n2)cc1,2013.0
Inhibition of MERTK (unknown origin) transfected in mouse Ba/F3 cells at 1 uM after 24 hrs,COc1ccc(C(=O)Nc2cc(-c3ccccc3)[nH]n2)cc1,CHEMBL2390926,,,Inhibition,%,,INH,,,COc1ccc(C(=O)Nc2cc(-c3ccccc3)[nH]n2)cc1,2013.0
Inhibition of MERTK (unknown origin) at 10 uM relative to control,CC[C@@H]1C(=O)N(C)c2cnc(-n3ccnc3-c3ccc(F)cc3)nc2N1c1ccn(C)n1,CHEMBL2401733,=,=,Inhibition,%,9.0,INH,%,9.0,CC[C@@H]1C(=O)N(C)c2cnc(-n3ccnc3-c3ccc(F)cc3)nc2N1c1ccn(C)n1,2013.0
Competitive binding affinity to MERTK (unknown origin) at 10 uM in presence of ATP relative to control,O[C@H]1CC[C@H](Nc2nccc(-n3ccc4ccccc43)n2)CC1,CHEMBL2424622,<,<,Inhibition,%,50.0,INH,%,50.0,O[C@H]1CC[C@H](Nc2nccc(-n3ccc4ccccc43)n2)CC1,2013.0
Competitive binding affinity to MERTK (unknown origin) at 10 uM in presence of ATP relative to control,O[C@H]1CC[C@H](Nc2nccc(-c3n[nH]c4ccccc34)n2)CC1,CHEMBL2424622,=,=,Inhibition,%,100.0,INH,%,100.0,O[C@H]1CC[C@H](Nc2nccc(-c3n[nH]c4ccccc34)n2)CC1,2013.0
Competitive binding affinity to MERTK (unknown origin) at 10 uM in presence of ATP relative to control,O[C@H]1CC[C@H](Nc2nccc(-n3ncc4ccccc43)n2)CC1,CHEMBL2424622,=,=,Inhibition,%,92.0,INH,%,92.0,O[C@H]1CC[C@H](Nc2nccc(-n3ncc4ccccc43)n2)CC1,2013.0
Competitive binding affinity to MERTK (unknown origin) at 10 uM in presence of ATP relative to control,O[C@H]1CC[C@H](Nc2nccc(-n3nnc4ccccc43)n2)CC1,CHEMBL2424622,<,<,Inhibition,%,50.0,INH,%,50.0,O[C@H]1CC[C@H](Nc2nccc(-n3nnc4ccccc43)n2)CC1,2013.0
Inhibition of Mer (unknown origin) at 75 uM relative to control,Nc1cc(Oc2ccc(NC(=O)c3cccn(-c4ccc(F)cc4)c3=O)cc2)ncn1,CHEMBL3091325,=,=,Inhibition,%,100.0,INH,%,100.0,Nc1cc(Oc2ccc(NC(=O)c3cccn(-c4ccc(F)cc4)c3=O)cc2)ncn1,2013.0
Inhibition of Mer (unknown origin) at 1 uM relative to control,Nc1cc(Oc2ccc(NC(=O)c3cccn(-c4ccc(F)cc4)c3=O)cc2)ncn1,CHEMBL3091325,=,=,Inhibition,%,82.0,INH,%,82.0,Nc1cc(Oc2ccc(NC(=O)c3cccn(-c4ccc(F)cc4)c3=O)cc2)ncn1,2013.0
Inhibition of Mer (unknown origin) at 0.5 uM relative to control,Nc1cc(Oc2ccc(NC(=O)c3cccn(-c4ccc(F)cc4)c3=O)cc2)ncn1,CHEMBL3091325,=,=,Inhibition,%,73.0,INH,%,73.0,Nc1cc(Oc2ccc(NC(=O)c3cccn(-c4ccc(F)cc4)c3=O)cc2)ncn1,2013.0
Inhibition of Mer (unknown origin) at 75 uM relative to control,Nc1nccc(Oc2ccc(NC(=O)c3cccn(-c4ccc(F)cc4)c3=O)cc2F)n1,CHEMBL3091325,,,Inhibition,%,,INH,,,Nc1nccc(Oc2ccc(NC(=O)c3cccn(-c4ccc(F)cc4)c3=O)cc2F)n1,2013.0
Inhibition of Mer (unknown origin) at 1 uM relative to control,Nc1nccc(Oc2ccc(NC(=O)c3cccn(-c4ccc(F)cc4)c3=O)cc2F)n1,CHEMBL3091325,=,=,Inhibition,%,95.0,INH,%,95.0,Nc1nccc(Oc2ccc(NC(=O)c3cccn(-c4ccc(F)cc4)c3=O)cc2F)n1,2013.0
Inhibition of Mer (unknown origin) at 0.5 uM relative to control,Nc1nccc(Oc2ccc(NC(=O)c3cccn(-c4ccc(F)cc4)c3=O)cc2F)n1,CHEMBL3091325,=,=,Inhibition,%,94.0,INH,%,94.0,Nc1nccc(Oc2ccc(NC(=O)c3cccn(-c4ccc(F)cc4)c3=O)cc2F)n1,2013.0
Inhibition of Mer (unknown origin) at 75 uM relative to control,O=C(Nc1ccc(Oc2cc(NCCN3CCOCC3)ncn2)c(F)c1)c1cccn(-c2ccc(F)cc2)c1=O,CHEMBL3091325,=,=,Inhibition,%,49.0,INH,%,49.0,O=C(Nc1ccc(Oc2cc(NCCN3CCOCC3)ncn2)c(F)c1)c1cccn(-c2ccc(F)cc2)c1=O,2013.0
