assay_description,canonical_smiles,document_chembl_id,relation,standard_relation,standard_type,standard_units,standard_value,type,units,value,SMILES,year
Inhibition of His6-tagged KRas G12V mutant (unknown origin) expressed in Escherichia coli BL21(DE3) cells assessed as reduction in Ras/GST-fused Raf RBD interaction incubated for 1 hr by HTRF assay,C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]2CCCCNC(=O)c3cc(cc(c3)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](c3ccccc3)C(=O)N2)C(=O)NC[C@@H](C(=O)N[C@@H](CCN)CC(=O)N[C@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC1=O,CHEMBL4842360,=,=,IC50,nM,700.0,IC50,uM,0.7,C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]2CCCCNC(=O)c3cc(cc(c3)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](c3ccccc3)C(=O)N2)C(=O)NC[C@@H](C(=O)N[C@@H](CCN)CC(=O)N[C@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC1=O,2021
Inhibition of His6-tagged KRas G12V mutant (unknown origin) expressed in Escherichia coli BL21(DE3) cells assessed as reduction in Ras/GST-fused Raf RBD interaction incubated for 1 hr by HTRF assay,C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]2CCCCNC(=O)c3cc(cc(c3)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](c3ccccc3)C(=O)N2)C(=O)NC[C@@H](C(=O)N[C@@H](CCCN)C(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC1=O,CHEMBL4842360,=,=,IC50,nM,1300.0,IC50,uM,1.3,C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]2CCCCNC(=O)c3cc(cc(c3)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](c3ccccc3)C(=O)N2)C(=O)NC[C@@H](C(=O)N[C@@H](CCCN)C(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC1=O,2021
Inhibition of His6-tagged KRas G12V mutant (unknown origin) expressed in Escherichia coli BL21(DE3) cells assessed as reduction in Ras/GST-fused Raf RBD interaction incubated for 1 hr by HTRF assay,C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]2CCCCNC(=O)c3cc(cc(c3)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](c3ccccc3)C(=O)N2)C(=O)NC[C@@H](C(=O)N[C@@H](CCN)CC(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](C)C(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC1=O,CHEMBL4842360,=,=,IC50,nM,510.0,IC50,uM,0.51,C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]2CCCCNC(=O)c3cc(cc(c3)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](c3ccccc3)C(=O)N2)C(=O)NC[C@@H](C(=O)N[C@@H](CCN)CC(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](C)C(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC1=O,2021
Inhibition of His6-tagged KRas G12V mutant (unknown origin) expressed in Escherichia coli BL21(DE3) cells assessed as reduction in Ras/GST-fused Raf RBD interaction incubated for 1 hr by HTRF assay,C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]2CCCCNC(=O)c3cc(cc(c3)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](c3ccccc3)C(=O)N2)C(=O)NC[C@@H](C(=O)N[C@@H](CCN)CC(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C)C(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC1=O,CHEMBL4842360,=,=,IC50,nM,1100.0,IC50,uM,1.1,C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]2CCCCNC(=O)c3cc(cc(c3)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](c3ccccc3)C(=O)N2)C(=O)NC[C@@H](C(=O)N[C@@H](CCN)CC(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C)C(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC1=O,2021
Inhibition of His6-tagged KRas G12V mutant (unknown origin) expressed in Escherichia coli BL21(DE3) cells assessed as reduction in Ras/GST-fused Raf RBD interaction incubated for 1 hr by HTRF assay,C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]2CCCCNC(=O)c3cc(cc(c3)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](c3ccccc3)C(=O)N2)C(=O)NC[C@@H](C(=O)N[C@@H](CCCN)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C)C(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC1=O,CHEMBL4842360,=,=,IC50,nM,1000.0,IC50,uM,1.0,C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]2CCCCNC(=O)c3cc(cc(c3)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](c3ccccc3)C(=O)N2)C(=O)NC[C@@H](C(=O)N[C@@H](CCCN)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C)C(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC1=O,2021
Inhibition of His6-tagged KRas G12V mutant (unknown origin) expressed in Escherichia coli BL21(DE3) cells assessed as reduction in Ras/GST-fused Raf RBD interaction incubated for 1 hr by HTRF assay,C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]2CCCCNC(=O)c3cc(cc(c3)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](c3ccccc3)C(=O)N2)C(=O)NC[C@@H](C(=O)N[C@@H](CCCN)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](C)C(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC1=O,CHEMBL4842360,=,=,IC50,nM,700.0,IC50,uM,0.7,C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]2CCCCNC(=O)c3cc(cc(c3)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](c3ccccc3)C(=O)N2)C(=O)NC[C@@H](C(=O)N[C@@H](CCCN)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](C)C(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC1=O,2021
Inhibition of His6-tagged KRas G12V mutant (unknown origin) expressed in Escherichia coli BL21(DE3) cells assessed as reduction in Ras/GST-fused Raf RBD interaction incubated for 1 hr by HTRF assay,C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]2CCCCNC(=O)c3cc(cc(c3)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](c3ccccc3)C(=O)N2)C(=O)NC[C@@H](C(=O)N[C@@H](CCCN)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](CCc2ccccc2)C(=O)N[C@H](C)C(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC1=O,CHEMBL4842360,=,=,IC50,nM,770.0,IC50,uM,0.77,C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]2CCCCNC(=O)c3cc(cc(c3)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](c3ccccc3)C(=O)N2)C(=O)NC[C@@H](C(=O)N[C@@H](CCCN)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](CCc2ccccc2)C(=O)N[C@H](C)C(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC1=O,2021
Inhibition of His6-tagged KRas G12V mutant (unknown origin) expressed in Escherichia coli BL21(DE3) cells assessed as reduction in Ras/GST-fused Raf RBD interaction incubated for 1 hr by HTRF assay,C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]2CCCCNC(=O)c3cc(cc(c3)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](c3ccccc3)C(=O)N2)C(=O)NC[C@@H](C(=O)N[C@@H](CCCN)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@H](C)C(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC1=O,CHEMBL4842360,=,=,IC50,nM,2200.0,IC50,uM,2.2,C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]2CCCCNC(=O)c3cc(cc(c3)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](c3ccccc3)C(=O)N2)C(=O)NC[C@@H](C(=O)N[C@@H](CCCN)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@H](C)C(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC1=O,2021
Inhibition of His6-tagged KRas G12V mutant (unknown origin) expressed in Escherichia coli BL21(DE3) cells assessed as reduction in Ras/GST-fused Raf RBD interaction incubated for 1 hr by HTRF assay,C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]2CCCCNC(=O)c3cc(cc(c3)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](c3ccccc3)C(=O)N2)C(=O)NC[C@@H](C(=O)N[C@@H](CCCN)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](CC2CCCCC2)C(=O)N[C@H](C)C(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC1=O,CHEMBL4842360,=,=,IC50,nM,940.0,IC50,uM,0.94,C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]2CCCCNC(=O)c3cc(cc(c3)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](c3ccccc3)C(=O)N2)C(=O)NC[C@@H](C(=O)N[C@@H](CCCN)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](CC2CCCCC2)C(=O)N[C@H](C)C(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC1=O,2021
Inhibition of His6-tagged KRas G12V mutant (unknown origin) expressed in Escherichia coli BL21(DE3) cells assessed as reduction in Ras/GST-fused Raf RBD interaction incubated for 1 hr by HTRF assay,C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]2CCCCNC(=O)c3cc(cc(c3)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](c3ccccc3)C(=O)N2)C(=O)NC[C@@H](C(=O)N[C@@H](CCCN)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@H](C)C(N)=O)c2ccccc2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC1=O,CHEMBL4842360,=,=,IC50,nM,760.0,IC50,uM,0.76,C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]2CCCCNC(=O)c3cc(cc(c3)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](c3ccccc3)C(=O)N2)C(=O)NC[C@@H](C(=O)N[C@@H](CCCN)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@H](C)C(N)=O)c2ccccc2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC1=O,2021
Inhibition of His6-tagged KRas G12V mutant (unknown origin) expressed in Escherichia coli BL21(DE3) cells assessed as reduction in Ras/GST-fused Raf RBD interaction incubated for 1 hr by HTRF assay,C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]2CCCCNC(=O)c3cc(cc(c3)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](c3ccccc3)C(=O)N2)C(=O)NC[C@@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccc(F)c(F)c2)C(=O)N[C@H](C)C(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC1=O,CHEMBL4842360,=,=,IC50,nM,500.0,IC50,uM,0.5,C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]2CCCCNC(=O)c3cc(cc(c3)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](c3ccccc3)C(=O)N2)C(=O)NC[C@@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccc(F)c(F)c2)C(=O)N[C@H](C)C(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC1=O,2021
Inhibition of His6-tagged KRas G12V mutant (unknown origin) expressed in Escherichia coli BL21(DE3) cells assessed as reduction in Ras/GST-fused Raf RBD interaction incubated for 1 hr by HTRF assay,C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]2CCCCNC(=O)c3cc(cc(c3)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](c3ccccc3)C(=O)N2)C(=O)NC[C@@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2cccc(Cl)c2)C(=O)N[C@H](C)C(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC1=O,CHEMBL4842360,=,=,IC50,nM,330.0,IC50,uM,0.33,C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]2CCCCNC(=O)c3cc(cc(c3)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](c3ccccc3)C(=O)N2)C(=O)NC[C@@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2cccc(Cl)c2)C(=O)N[C@H](C)C(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC1=O,2021
Inhibition of His6-tagged KRas G12V mutant (unknown origin) expressed in Escherichia coli BL21(DE3) cells assessed as reduction in Ras/GST-fused Raf RBD interaction incubated for 1 hr by HTRF assay,C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]2CCCCNC(=O)c3cc(cc(c3)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](c3ccccc3)C(=O)N2)C(=O)NC[C@@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2cccnc2)C(=O)N[C@H](C)C(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC1=O,CHEMBL4842360,=,=,IC50,nM,410.0,IC50,uM,0.41,C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]2CCCCNC(=O)c3cc(cc(c3)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](c3ccccc3)C(=O)N2)C(=O)NC[C@@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2cccnc2)C(=O)N[C@H](C)C(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC1=O,2021
Inhibition of His6-tagged KRas G12V mutant (unknown origin) expressed in Escherichia coli BL21(DE3) cells assessed as reduction in Ras/GST-fused Raf RBD interaction incubated for 1 hr by HTRF assay,C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]2CCCCNC(=O)c3cc(cc(c3)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](c3ccccc3)C(=O)N2)C(=O)NC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccc(F)cc2)C(=O)N[C@H](C)C(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC1=O,CHEMBL4842360,=,=,IC50,nM,1100.0,IC50,uM,1.1,C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]2CCCCNC(=O)c3cc(cc(c3)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](c3ccccc3)C(=O)N2)C(=O)NC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccc(F)cc2)C(=O)N[C@H](C)C(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC1=O,2021
Inhibition of His6-tagged KRas G12V mutant (unknown origin) expressed in Escherichia coli BL21(DE3) cells assessed as reduction in Ras/GST-fused Raf RBD interaction incubated for 1 hr by HTRF assay,C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]2CCCCNC(=O)c3cc(cc(c3)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](c3ccccc3)C(=O)N2)C(=O)NC[C@@H](C(=O)N[C@@H](CN)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccc(F)cc2)C(=O)N[C@H](C)C(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC1=O,CHEMBL4842360,=,=,IC50,nM,1700.0,IC50,uM,1.7,C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]2CCCCNC(=O)c3cc(cc(c3)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](c3ccccc3)C(=O)N2)C(=O)NC[C@@H](C(=O)N[C@@H](CN)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccc(F)cc2)C(=O)N[C@H](C)C(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC1=O,2021
Inhibition of His6-tagged KRas G12V mutant (unknown origin) expressed in Escherichia coli BL21(DE3) cells assessed as reduction in Ras/GST-fused Raf RBD interaction incubated for 1 hr by HTRF assay,C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]2CCCCNC(=O)c3cc(cc(c3)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](c3ccccc3)C(=O)N2)C(=O)NC[C@@H](C(=O)N[C@@H](CCN)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](C)C(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC1=O,CHEMBL4842360,=,=,IC50,nM,870.0,IC50,uM,0.87,C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]2CCCCNC(=O)c3cc(cc(c3)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](c3ccccc3)C(=O)N2)C(=O)NC[C@@H](C(=O)N[C@@H](CCN)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](C)C(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC1=O,2021
Inhibition of His6-tagged KRas G12V mutant (unknown origin) expressed in Escherichia coli BL21(DE3) cells assessed as reduction in Ras/GST-fused Raf RBD interaction incubated for 1 hr by HTRF assay,C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]2CCCCNC(=O)c3cc(cc(c3)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](c3ccccc3)C(=O)N2)C(=O)NC[C@@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](C)C(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC1=O,CHEMBL4842360,=,=,IC50,nM,280.0,IC50,uM,0.28,C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]2CCCCNC(=O)c3cc(cc(c3)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc3ccc4ccccc4c3)C(=O)N[C@@H](c3ccccc3)C(=O)N2)C(=O)NC[C@@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](C)C(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC1=O,2021
