smiles,antibiotic_activity
C[C@H]1O[C@]2(CS1)CN1CCC2CC1,0
C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N,0
CCOC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)Cc3ccccc3)CC2)nc1C,0
N[C@H](CO)C(=O)O,0
CCN(CC)CCOC(=O)c1ccc(N)cc1,0
C=CC[C@H](C(=O)NC(N)=O)C(C)C,0
CC(=O)N1CCC(NC(=O)c2ccc(F)cc2)CC1,0
NC1(C(=O)O)CC1,0
O=C(O)C[C@@H](NC(=O)CP(=O)(O)O)C(=O)O,0
O=C(CO)[C@@H](O)[C@@H](O)[C@H](O)CO,0
O=C(O)CCC(=O)O,0
CN(CCOc1ccc(C[C@H]2SC(=O)NC2=O)cc1)c1ccccn1,0
COc1cc(C(=O)N[C@H]2CCCNC2)cc(OC)c1OC,0
CC(C)[C@@H](N)C(=O)O,0
Nc1ccn([C@H]2CO[C@@H](CO)S2)c(=O)n1,0
CC(C)[C@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,0
CC(=O)O[C@@H](C)C[N+](C)(C)C,0
N[C@@H](C(=O)O)c1ccc(O)c(C(=O)O)c1,0
CC(=O)N1CCN(C)CC1,0
O=C(O)[C@H]1CCCN1C(=O)CCCCC(=O)N1CCC[C@@H]1C(=O)O,0
COc1ccc(-n2c(SCCCN3C(=O)c4cccc5cccc(c45)C3=O)nnc2-c2ccncc2)cc1,0
CC(=O)SCCC(=O)N1[C@H](C)CCC[C@@H]1C(=O)O,0
Cc1ccc(S(=O)(=O)/C=C/C#N)cc1,1
N[C@@H](C(=O)O)c1ccc(C(=O)O)c(O)c1,0
C[N+](C)(C)C[C@@H](O)CC(=O)O,0
O=C(/C=C/c1ccc(O)c(O)c1/C=C/c1ccc(O)c(O)c1)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O,0
Cl.NCCC[C@@H](N)C(=O)O,0
CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC,0
N#CCC(=O)c1ccccc1,0
O=C(O)c1ccccc1OP(=O)(O)O,0
CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS,0
Cc1cccc(C)c1NC(=O)C[N+](C)(C)C,0
N[C@H](C(=O)O)c1ccc(O)c(C(=O)O)c1,0
COC(=O)CCC(=O)CN,0
O=C(NCCS)c1cccc(C(=O)NCCS)c1,0
CC(F)(F)c1cc(F)ccc1-c1sc2cc(O)ccc2c1Oc1ccc(/C=C/C(=O)O)cc1,0
N[C@H](C(=O)O)c1ccc(C(=O)O)c(O)c1,0
Cc1cnc(NC(=O)c2cc(Oc3cnc(C(=O)N(C)C)nc3)c3cc(C)oc3c2)cn1,0
Cc1ccc(C(=O)NC2CC2)cc1-n1ncc(C(=O)c2cccc(C#N)c2)c1N,0
OC[C@H](O)[C@H](O)CO,0
C[C@]12CC[C@@H]3[C@H]4CC[C@@](C)(O)C[C@H]4CC[C@H]3[C@@H]1CC[C@@H]2C(=O)Cn1cc(C#N)cn1,0
C[C@]12CC[C@H]3[C@@H](C=CC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@]21CCC(=O)O1,0
CC(C)CN(C[C@@H](OP(=O)(O)O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,0
CC(=O)O[C@H]1C[C@H]2CC[C@@]1(C)C2(C)C,0
CNc1ccc(-c2nc(N3CCOCC3)c3sc(CN(C)c4ncc(C(=O)NO)cn4)cc3n2)cn1,0
NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1,0
CCOC(=O)C1=C(C)NC(c2ccccc2)=C(C(=O)OCc2ccc([N+](=O)[O-])cc2)[C@@H]1C#Cc1ccccc1,0
C[C@@H](C(=O)Nc1cc(C#N)ccc1CCCC(=O)O)c1ccc(F)c2ccccc12,0
CCOC(=O)c1c(N)sc2c1CCN(Cc1ccccc1)C2,0
C[N+](C)(C)[C@@H](Cc1c[nH]c(=S)[nH]1)C(=O)O,0
CCCCC[C@@H](O)CCCC(=O)O,0
CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O,0
CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,0
CCOC(=O)c1ccc(OCCN2C[C@H](O)[C@@H](O)[C@H](O)[C@H]2CO)cc1,0
CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)C)c(=O)n(-c2ccc(OC)nn2)c(=O)n3Cc2c(F)cccc2F)cc1,0
Cn1nccc1Nc1nccc(-c2cc3c(s2)C(C)(C)N(CCN2CCOCC2)C3=O)n1,0
CCc1oc2ccccc2c1C(=O)c1ccc(OCC(=O)O)cc1,0
CCCC(=O)OCOC(=O)C(C)(C)C,0
CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2,0
CC(C)C[C@@H](NC(=O)[C@H]1CCCN1)C(=O)NCC(N)=O,0
C[C@](C#N)(COc1cc(C#N)ccc1C(F)(F)F)NC(=O)c1ccc(SC(F)(F)F)cc1,0
O=C(c1ccccc1)c1ccc2n1CC[C@@H]2C(=O)O,0
N[C@H]1CCN(O)C1=O,0
O=C(O)[C@H]1CN(CCCP(=O)(O)O)CCN1,0
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]32)C1,0
Cc1ccc(NC(=O)c2cccc(C(C)(C)C#N)c2)cc1Nc1ccc2ncn(C)c(=O)c2c1,0
O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,0
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1OC(F)F,0
OC1CN(CCCOCCc2ccc3sccc3c2)C1,0
O=C(O)CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1,0
Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)OC(C)(C)C)c1nnc(C)n1-2,0
CCN(CC)CC(=O)Oc1ccc(NC(C)=O)cc1,0
O=C(O)C[C@H](O)C(=O)O,0
CC1(C)SCCN(S(=O)(=O)c2ccc(Oc3ccncc3)cc2)[C@H]1C(=O)NO,0
C[C@@H]1N=C(N)N=C(N(C)C)N1,0
Nc1ncnc2c1ncn2[C@H]1O[C@H]2CO[P@@](=O)(O)O[C@@H]2[C@@H]1O,0
C[C@H]1CCN=C(N)S1,0
OC[C@@H](S)CS,0
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)[C@@H]1c1cccc([N+](=O)[O-])c1,0
NS(=O)(=O)NCc1csc2ccccc12,0
Cn1cc(C2=C(c3cn(CCCSC(=N)N)c4ccccc34)C(=O)NC2=O)c2ccccc21,1
CN1C(=O)N(c2cc(Cl)cc(Cl)c2)C(=O)[C@]12CN(Cc1cc(C(=O)O)cs1)C[C@H]2c1ccc(C#N)cc1,0
O=C(O)CCCCCCCCC(=O)O,0
O=C1N[C@H](O)CCN1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,0
CN1C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)[C@@]1(CO)c1ccccc1,0
O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4ccc(=O)[nH]c4=O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,0
CSc1ccc(C(=O)/C=C/c2cc(C)c(OC(C)(C)C(=O)O)c(C)c2)cc1,0
C[N+](C)(C)C[C@H](O)CC(=O)O,0
Cc1cc(Oc2ccc3nc(COc4ccc(C[C@H]5SC(=O)NC5=O)cc4)n(C)c3c2)cc(C)c1N,0
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,0
C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,0
Cc1c(C)c2c(c(C)c1O)CC[C@](C)(COc1ccc(C[C@H]3SC(=O)NC3=O)cc1)O2,0
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)[C@@H]1c1cccc([N+](=O)[O-])c1,0
C[C@@]1(C(=O)O)NCCc2cc(O)c(O)cc21,0
CN/C(=N\c1ccc(C2=NNC(=O)C[C@@H]2C)cc1)NC#N,0
C[C@@]1(O)CCOC(=O)C1,0
C[C@@](N)(C(=O)O)c1ccc(-c2nn[nH]n2)cc1,0
O=P(O)(O)OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,0
CCOC(=O)c1c(C(C#N)C=N)c2ccc(Cl)c(Cl)c2n1C,0
Cn1nc(C(C)(C)C)cc1C(=O)N[C@@H](Cc1cccc(Cl)c1)C(=O)NCC#N,0
CC(C)CCNC(=O)[C@H](CC(C)C)NC(=O)[C@H]1O[C@@H]1C(=O)O,0
Cc1cccc(Oc2nc3c(C)cccn3c(=O)c2/C=C(\C#N)c2nc3ccccc3s2)c1,0
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC(=O)[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]32)C1,0
O=C(NCCCNc1nc(Nc2cccc(NC(=O)N3CCCC3)c2)ncc1I)c1cccs1,0
CCc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O,0
NC[C@@H](CC(=O)O)c1ccccc1,0
CCCn1cnc2c1c(=O)n(CCCCC(C)=O)c(=O)n2C,0
Cc1noc(C)c1-c1ccc(-c2cc(C(N)=O)c(NC(N)=O)s2)c(O[C@H]2CCNC2)c1,0
COC[C@]1(CO)C(=O)C2CCN1CC2,0
COC(=O)c1c(-c2cc(OC)c(OC)c(OC)c2)c2ccnc(OCc3ncccn3)c2c(=O)n1Cc1ccnc(C)c1,0
C[C@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21,0
CCc1nn(CCO)c(CC)c1Oc1cc(C#N)cc(C#N)c1,0
CCn1cnc(C(=O)NC)c1C(=O)NC,0
CC(=O)CC(=O)O,0
O=C1CCC2CCC(=O)N12,0
Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,0
C=CCN1CCN(c2nc3ccccc3nc2C#N)CC1,0
CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,0
CCC(CC)n1ccc2c(C(=O)NCc3c(C)cc(C)[nH]c3=O)cc(C#N)cc21,0
Nc1ccc(C(=O)OC[C@@H](O)CO)cc1,0
CCOP(=O)(Cc1ccc(C(=O)Nc2ccc(Br)cc2C#N)cc1)OCC,0
CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)n[nH]3)ncnc2c1)CCOP(=O)(O)O,0
CN1C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)[C@]1(CO)c1ccccc1,0
O=C(CO)CO,0
N=C(N)SCCc1cnc[nH]1,0
Nc1c[n+](N2CCOCC2)no1,0
FC(F)O[C@@H](Cl)C(F)(F)F,0
CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,0
CCOC(=O)c1ccc(OC(=O)CCCCCNC(=N)N)cc1,0
CC(C)NC[C@@H](O)c1ccc(N)c(C#N)c1,0
C[C@@H]1CC[C@H]2[C@@H](C)[C@H](OC(=O)CCC(=O)O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,0
Cc1nc(Cn2cnc3c2c(=O)n(C)c(=O)n3C)no1,0
Cc1cn(C[C@H](N)C(=O)O)c(=O)n(Cc2ccsc2C(=O)O)c1=O,0
O=C(CN1C(=O)c2ccccc2S1(=O)=O)Nc1ccc(O)cc1,0
COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13,0
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)[C@@H]1c1cccc([N+](=O)[O-])c1,0
O=C(NS(=O)(=O)c1ccc(Br)s1)c1ccc(Cl)cc1Cl,0
O=C(N[C@@H](O)C(Cl)(Cl)Cl)N[C@H](O)C(Cl)(Cl)Cl,0
O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0
O=C1C2CCN(CC2)C1(CO)CO,0
O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,0
C1COC(NC(C2CC2)C2CC2)=N1,0
N[C@@H](C(=O)O)c1cc(O)cc(O)c1,0
COP(=O)(OC)[C@@H](O)C(Cl)(Cl)Cl,0
CC1(NC2=NS(=O)(=O)c3sc(Cl)cc3N2)CC1,0
N#Cc1cc(NC(=O)[C@H]2c3ccccc3C(=O)N(CC(F)(F)F)[C@@H]2c2cccnc2)ccc1F,0
CC(=O)N[C@@H]1C[C@H](O)[C@@H](CO)O[C@H]1O[C@@H]1[C@@H](C(=O)O)O[C@@H](O)[C@H](O)[C@H]1O,0
C/C1=C/C(=O)O[C@@H]2C[C@@H](CC[C@H](C)/C=C\CC1)O[C@@](O)([C@@H]1CSC(=O)N1)C2,0
OCc1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,0
CC[C@H]1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,0
Cn1c(=O)c2c(ncn2CCO)n(C)c1=O,0
CC(=O)N(C)c1cc(-c2ccnc3c(C(=O)c4cccs4)cnn23)ccc1F,0
Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,0
Cc1c(N2C(=O)[C@@H]3[C@H](O)CCN3C2=O)ccc(C#N)c1Cl,0
Cc1[nH]c(=O)c(C#N)cc1-c1ccc2nccn2c1,0
CC(=O)SC[C@H](CC(=O)c1ccc(C)cc1)C(=O)O,0
COc1ccc(-c2nc(N3CCOCC3)c3sc(CN(C)c4ncc(C(=O)NO)cn4)cc3n2)cn1,0
N[C@H](C(=O)O)c1cc(O)cc(O)c1,0
CN(CC(=O)O)C(=N)N,0
Cc1nc(Nc2[nH]nc3c2CN(C(=O)N[C@H](CN(C)C)c2ccccc2)C3(C)C)c2sccc2n1,0
Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)ccc2[nH]1,0
C[C@@H](O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,0
CC[C@H]1NC(=O)N(c2ccc(Oc3ccc(C)c(OC)c3)nc2)C1=O,0
CN(C)CCN(Cc1cccs1)c1ccccn1,0
COc1ccc(NS(=O)(=O)c2ccc(N=Nc3ccc(O)c(C(=O)O)c3)cc2)nn1,0
COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@H]2CCN(Cc3ccccc3)C2)[C@H]1c1cccc([N+](=O)[O-])c1,1
CCCn1c(=O)c(C)cn2nc(N)nc12,0
CCC(=O)O[C@H]1CC[C@H]2[C@H]3CC[C@H]4CC(=O)[C@@H](C)C[C@@]4(C)[C@@H]3CC[C@@]12C,0
COc1ccc(S(=O)(=O)n2cc(CCC(=O)O)c3cc(OC)ccc32)cc1,0
O=C(O)/C=C/c1ccc(O)cc1,0
N[C@@H](C(=O)O)c1ccc(O)cc1,0
COCc1nc2c([nH]1)c(=O)n(C)c(=O)n2CC(C)C,0
CN1CC(=O)N=C1NC(=O)Nc1cccc(Cl)c1,0
CC1=NC[C@H](O)[C@@H](C(=O)O)N1,0
CC[C@@H](C)[C@@H](N)C(=O)NCCN1CCOCC1,0
CCS(=O)(=O)N(Cc1cccnc1)c1cccc(-c2ccc(C#N)cc2)c1,0
Cn1c(COc2ccc(C[C@H]3SC(=O)NC3=O)cc2)nc2ccccc2c1=O,0
Cc1oncc1C(=O)N1CCCCC1,0
O=C(O)[C@H](O)c1ccccc1,0
N[C@@H](CC(=O)NO)C(=O)O,0
OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,0
CSC[C@H](N)C(=O)O,0
Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,0
O=C(O)Cc1ccc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc1,0
CC(C)(C)NC[C@@H](O)COc1cccc2[nH]c(C#N)cc12,0
N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(=O)NCC(=O)O,0
Cc1nn(C)c2c1[C@@H](c1ccc(C(F)(F)F)cc1)C(C#N)C(=N)O2,0
CCCCc1nn(-c2ccccc2C(F)(F)F)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2sccc2C)cc1,0
CC[C@@H](C)[C@@H](N)C(=O)O,0
C=CCN1CCC[C@@H]1CNC(=O)c1cc2nn[nH]c2cc1OC,0
C[C@](N)(Cc1ccc(O)cc1)C(=O)O,0
Cc1cc(C)c(N(Cc2ccccc2)S(=O)(=O)c2ccc(OCCNC(=O)c3cc4ccccc4o3)cc2)c(C(=O)NO)c1,0
Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,0
O=C1CCC[C@@H]2[C@H]3CCC[N@+]4([O-])CCC[C@@H](CN12)[C@@H]34,0
CNC=O,0
N[C@@H](C(=O)O)c1cc(=O)[nH]o1,0
N#C/C(=C\c1cccn1S(=O)(=O)c1cccc([N+](=O)[O-])c1)S(=O)(=O)c1ccc(F)cc1,0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,0
C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C,0
CCN1C(=O)N[C@H](c2ccccc2)C1=O,0
CCCNC(C)(C)COC(=O)c1ccccc1,0
CNC(=O)c1ccc2c(c1)S(=O)(=O)c1ccccc1C2=O,0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,0
COc1cc(C)nc(-n2nc(C)cc2OC)n1,0
N#Cc1ccc(-c2cnc3ccc(-c4ccc(C(=O)N5CCOCC5)cc4)cn23)cc1,0
C/C(=C\CNc1ncnc2nc[nH]c12)CO,0
CC(=O)N[C@@H](CSSC[C@H](NC(C)=O)C(=O)O)C(=O)O,0
N[C@@H](Cc1ccc(B(O)O)cc1)C(=O)O,0
Nc1nc(=O)c2c([nH]1)NC[C@H](CCc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)C2,0
CCCNc1nc(Nc2ccc(C#N)cc2)ncc1C#CCCCNC(=O)[C@H](C)N(C)C(=O)/C=C/CN(C)C,0
OCc1ccc(CO)o1,0
Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O,0
N[C@@H](Cc1ccc(O)cc1)C(=O)O,0
NC1=NC(=O)N([C@H]2C[C@@H](O)[C@@H](CO)O2)CN1,0
COc1ccc(C[C@H]2NC[C@H](O)[C@H]2OC(C)=O)cc1,0
Cc1ccc(S(=O)(=O)NC(=O)NN2C[C@H]3CCC[C@@H]3C2)cc1,0
C[N+](C)(C)CCOC(N)=O,0
O=C(O)CC[C@@H](CP(=O)(O)O)C(=O)O,0
CC(C)c1cc(N2CC[C@@H](N)C2)nc(N)n1,0
CCOC(=O)NNc1ccc(N(CC)C[C@@H](C)O)nn1,0
COc1ccc(/C=C/C(=O)O)cc1,0
C=C1C(=O)O[C@H]2[C@H]1CC[C@]1(C)O[C@@]13CC=C(C)[C@H]23,0
Cc1c(-c2ccccc2F)[nH]c(N)c1C#N,0
N#Cc1ccc(Oc2ccc3c(c2)COB3O)cc1,0
CCOC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)[C@@H]1c1ccc(-c2ccccc2)cc1,0
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)[C@@H]1c1ccccc1[N+](=O)[O-],1
CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,0
CCc1c(C(=O)Nc2cc(S(=O)(=O)N(CC)CC)ccc2O)[nH]c(C)c1C(C)=O,0
CNC(=O)COC(=O)NCCC1CCN(c2cccc(C)n2)CC1,0
CC(C)(C#N)c1ccc(N2C(=O)OCc3cnc4ccc(-c5cnc6ccccc6c5)cc4c32)cc1,0
COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1,0
CNC(=O)c1cccc(NCC(=O)NCCc2ccc(OC)c(OC)c2)c1,0
COc1ncnc(Cn2cc(C(=O)NCCO)c3ncc(C)cc32)c1C,0
C/C=C/C=C/C(=O)O,0
CN1C(=O)C[C@H](c2ccccc2)C1=O,0
COc1nccnc1NS(=O)(=O)c1ccc(N)cc1,0
CCN1CCCC1=O,0
N[C@@H]1CCN(O)C1=O,0
Cc1cc(Nc2cc(C)c(C#N)c(N[C@@H](C)CCCC(C)(C)O)n2)[nH]n1,0
O=C1c2cccnc2OC[C@@H]2CCCN12,0
COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1cccc(CNC(=O)C(C)(C)O)c1,0
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,0
COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c2ccccc2)[C@@H]1c1cccc([N+](=O)[O-])c1,0
CC(C)C[C@H](NC(=O)[C@H]1O[C@@H]1C(=O)O)C(=O)NCCCCNC(=N)N,0
CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,0
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,0
C=CC(=O)OCC(CC)(COC(=O)C=C)COC(=O)C=C,1
CC(C)COC(=O)c1ccc(N)cc1,0
CN(C)CCN1C(=O)c2cccc3cc(N)cc(c23)C1=O,0
COC(=O)C(Cc1ccc(OCCn2c(=O)sc3cc(C(=O)c4ccccc4)ccc32)cc1)C(=O)OC,0
NC(=O)CN1C[C@H](O)CC1=O,0
CN(C)c1ccc(C(=O)NCCCCCCC(=O)NO)cc1,0
CCCC(CCC)C(=O)O,0
Cc1sc(N)c(C(=O)c2cccc(C(F)(F)F)c2)c1C,0
CCCN1CCN(c2ccc(C(=O)NC3(C(=O)NCC#N)CCCCC3)cc2)CC1,0
O[C@H]1CN2CC[C@H](O)[C@@H]2[C@@H](O)[C@@H]1O,0
CN([NH2+][O-])C(=O)N[C@@H](C=O)[C@@H](O)[C@@H](O)[C@@H](O)CO,0
Cc1ccc(C#Cc2ccc(S(=O)(=O)N[C@H](Cc3c[nH]c4ccccc34)C(=O)O)s2)cc1,0
N[C@@H](C(=O)O)c1ccc(C(=O)O)c(C(=O)O)c1,0
CCOC(=O)Nc1cc(-c2ccc(C)c(NS(C)(=O)=O)c2)nn2c(C)nnc12,0
N#Cc1ccc(-c2ccc(S(=O)(=O)Nc3cccc(N)n3)cc2)cc1,0
O=C(CN1CCNCC1)NC1CCCCC1,0
Cc1noc(NS(=O)(=O)c2cccc3c(N(C)C)cccc23)c1C,0
O=[P@]1(NCCCl)OCCCN1CCCl,0
COCCOCCOc1ccc(C2=N[C@@](C)(C(=O)O)CS2)c(O)c1,0
CC(=O)OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,0
N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,0
O=C(NC[C@H](O)CN1CCc2ccccc2C1)c1cc(NC2COC2)ncn1,0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)[C@@H]1c1cccc(Cl)c1Cl,0
N[C@H](C(=O)O)c1ccc(C(=O)O)c(C(=O)O)c1,0
CCCCCCCCCCCCCCCC(=O)OC[C@H](CO[P@@](=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,0
CS(=O)(=O)OC[C@H](O)[C@@H](O)COS(C)(=O)=O,0
COc1cc(C(=O)c2c(C)oc3c(O)c(OC)ccc23)cc(OC)c1OC,0
O=C(O)C[C@H]1CC(c2ccccc2)=NO1,0
O=C(NCCO)c1cc(C(=O)NCCO)cc(C(=O)NCCO)c1,0
NS(=O)(=O)c1cc([C@@]2(O)NC(=O)c3ccccc32)ccc1Cl,0
CCN1CCC[C@H]1CNC(=O)c1cc(S(=O)(=O)CC)ccc1OC,0
COc1cnc(-c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OC[C@@H]5Cc6ccccc6N5C(C)=O)ccc43)cc2)nc1,0
C[C@@]12CC[C@H]3[C@]4(C)CCC[C@@](C)(C(=O)O)[C@H]4CC[C@]3(CC1=O)C2,0
Cc1o[nH]c(=O)c1C[C@H](N)C(=O)O,0
CCc1ccc(/C=C/C(=O)Nc2ccc(C(C)=O)cc2)o1,0
CCOC[C@@H](O)COc1ccc(NC(=O)CC[S+](C)C)cc1,0
CC(=O)N(C)Cc1ccc2c(c1)OCO2,0
COC(=O)c1cc(OC)c2c(c1-c1c(CO)cc(OC)c3c1OCO3)OCO2,0
COC(=O)c1cc(OC)c2c(c1-c1c(C(=O)OC)cc(OC)c3c1OCO3)OCO2,0
CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,1
CNC(=O)c1cccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)c1,0
CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)[C@@H]1c1cccc(Cl)c1Cl,0
CCc1ccc(C(=O)COc2ccc(C[C@@H]3SC(=O)NC3=O)cc2)nc1,0
CCOC(=O)O[C@@H](C)OC1=C(C(=O)Nc2ccccn2)N(C)S(=O)(=O)c2ccccc21,0
CC(=O)Oc1cc2c(s1)CCN([C@@H](C(=O)C1CC1)c1ccccc1F)C2,0
CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,0
CN=C(C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,0
COP(=O)(CC[C@@H](N)C(=O)O)Oc1cccc(CC(=O)O)c1,0
NC(=O)CN1C[C@H](c2ccccc2)CC1=O,0
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1C(=O)N(C)C[C@H]1C(=O)O,0
CCOC(=O)[C@@H](C)Oc1cccc2c(=O)n(CC(=O)Nc3ccc4c(c3)OCCO4)ccc12,0
CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1,0
Cc1o[nH]c(=O)c1C[C@@H](N)C(=O)O,0
CS(=O)(=O)N1CCc2c(-c3cnc(N)nc3)nc(N3CCOCC3)nc21,0
O=C(N[C@H]1CN2CCC1CC2)c1c[nH]c2ccsc2c1=O,0
CCOc1cc(OCC)c(C(=O)CCC(=O)O)cc1OCC,0
CCOc1c2c(c(OCC)c3ccccc13)C(=O)N(c1ccc(CC(=O)NS(=O)(=O)c3ccccc3)cc1)C2,0
