assay_description,canonical_smiles,document_chembl_id,relation,standard_relation,standard_type,standard_units,standard_value,type,units,value,SMILES,year
Transactivational antagonist activity at human LXRalpha transfected in HEK293 cells expressing CMX-Gal4N assessed as inhibition of T1317-induced luciferase activity after 16 hrs by reporter gene assay,C=C1c2ccccc2C(=O)N(C)c2ccc(O)cc21,CHEMBL2169742,=,=,IC50,nM,4100.0,IC50,uM,4.1,C=C1c2ccccc2C(=O)N(C)c2ccc(O)cc21,2012
Transactivational antagonist activity at human LXRalpha transfected in HEK293 cells expressing CMX-Gal4N assessed as inhibition of T1317-induced luciferase activity after 16 hrs by reporter gene assay,C=C1c2ccccc2C(=O)N(C)c2ccc(N)cc21,CHEMBL2169742,=,=,IC50,nM,19000.0,IC50,uM,19.0,C=C1c2ccccc2C(=O)N(C)c2ccc(N)cc21,2012
Transactivational antagonist activity at human LXRalpha transfected in HEK293 cells expressing CMX-Gal4N assessed as inhibition of T1317-induced luciferase activity after 16 hrs by reporter gene assay,C=C1c2ccccc2C(=O)N(C)c2ccc([N+](=O)[O-])cc21,CHEMBL2169742,=,=,IC50,nM,6100.0,IC50,uM,6.1,C=C1c2ccccc2C(=O)N(C)c2ccc([N+](=O)[O-])cc21,2012
Transactivational agonist activity at human LXRalpha transfected in HEK293 cells expressing CMX-Gal4N assessed as luciferase activity at 30 uM after 16 hrs by reporter gene assay,C=C1c2ccccc2C(=O)N(C)c2ccc(C(C)=O)cc21,CHEMBL2169742,,,Activity,,,Activity,,,C=C1c2ccccc2C(=O)N(C)c2ccc(C(C)=O)cc21,2012
Transactivational agonist activity at human LXRalpha transfected in HEK293 cells expressing CMX-Gal4N assessed as luciferase activity at 30 uM after 16 hrs by reporter gene assay,C=C1c2ccccc2C(=O)N(C)c2ccc(C(=O)O)cc21,CHEMBL2169742,,,Activity,,,Activity,,,C=C1c2ccccc2C(=O)N(C)c2ccc(C(=O)O)cc21,2012
Transactivational agonist activity at human LXRalpha transfected in HEK293 cells expressing CMX-Gal4N assessed as luciferase activity at 30 uM after 16 hrs by reporter gene assay,C=C1c2ccccc2C(=O)N(C)c2ccc(CO)cc21,CHEMBL2169742,,,Activity,,,Activity,,,C=C1c2ccccc2C(=O)N(C)c2ccc(CO)cc21,2012
Transactivational agonist activity at human LXRalpha transfected in HEK293 cells expressing CMX-Gal4N assessed as luciferase activity at 30 uM after 16 hrs by reporter gene assay,C=C1c2ccccc2C(=O)N(C)c2ccc(O)cc21,CHEMBL2169742,,,Activity,,,Activity,,,C=C1c2ccccc2C(=O)N(C)c2ccc(O)cc21,2012
Transactivational agonist activity at human LXRalpha transfected in HEK293 cells expressing CMX-Gal4N assessed as luciferase activity at 30 uM after 16 hrs by reporter gene assay,C=C1c2ccccc2C(=O)N(C)c2ccc(N)cc21,CHEMBL2169742,,,Activity,,,Activity,,,C=C1c2ccccc2C(=O)N(C)c2ccc(N)cc21,2012
Transactivational agonist activity at human LXRalpha transfected in HEK293 cells expressing CMX-Gal4N assessed as luciferase activity at 30 uM after 16 hrs by reporter gene assay,C=C1c2ccccc2C(=O)N(C)c2ccc([N+](=O)[O-])cc21,CHEMBL2169742,,,Activity,,,Activity,,,C=C1c2ccccc2C(=O)N(C)c2ccc([N+](=O)[O-])cc21,2012
Transactivational antagonist activity at human LXRalpha transfected in HEK293 cells expressing CMX-Gal4N assessed as inhibition of T1317-induced luciferase activity after 16 hrs by reporter gene assay,C=C1c2ccc(-c3ccc(CC(=O)O)cc3)cc2C(=O)N(C)c2ccc(CC)cc21,CHEMBL2169742,=,=,IC50,nM,2200.0,IC50,uM,2.2,C=C1c2ccc(-c3ccc(CC(=O)O)cc3)cc2C(=O)N(C)c2ccc(CC)cc21,2012
Transactivational antagonist activity at human LXRalpha transfected in HEK293 cells expressing CMX-Gal4N assessed as inhibition of T1317-induced luciferase activity after 16 hrs by reporter gene assay,C=C1c2ccc(-c3cccc(CC(=O)O)c3)cc2C(=O)N(C)c2ccc(CC)cc21,CHEMBL2169742,=,=,IC50,nM,21000.0,IC50,uM,21.0,C=C1c2ccc(-c3cccc(CC(=O)O)c3)cc2C(=O)N(C)c2ccc(CC)cc21,2012
Transactivational antagonist activity at human LXRalpha transfected in HEK293 cells expressing CMX-Gal4N assessed as inhibition of T1317-induced luciferase activity after 16 hrs by reporter gene assay,C=C1c2ccc(-c3ccc(C(=O)O)cc3)cc2C(=O)N(C)c2ccc(CC)cc21,CHEMBL2169742,=,=,IC50,nM,1300.0,IC50,uM,1.3,C=C1c2ccc(-c3ccc(C(=O)O)cc3)cc2C(=O)N(C)c2ccc(CC)cc21,2012
Transactivational antagonist activity at human LXRalpha transfected in HEK293 cells expressing CMX-Gal4N assessed as inhibition of T1317-induced luciferase activity after 16 hrs by reporter gene assay,C=C1c2ccc(-c3cccc(C(=O)O)c3)cc2C(=O)N(C)c2ccc(CC)cc21,CHEMBL2169742,>,>,IC50,nM,30000.0,IC50,uM,30.0,C=C1c2ccc(-c3cccc(C(=O)O)c3)cc2C(=O)N(C)c2ccc(CC)cc21,2012
Transactivational agonist activity at human LXRalpha transfected in HEK293 cells expressing CMX-Gal4N assessed as luciferase activity at 30 uM after 16 hrs by reporter gene assay,C=C1c2ccc(-c3ccc(CC(=O)O)cc3)cc2C(=O)N(C)c2ccc(CC)cc21,CHEMBL2169742,,,Activity,,,Activity,,,C=C1c2ccc(-c3ccc(CC(=O)O)cc3)cc2C(=O)N(C)c2ccc(CC)cc21,2012
Transactivational agonist activity at human LXRalpha transfected in HEK293 cells expressing CMX-Gal4N assessed as luciferase activity at 30 uM after 16 hrs by reporter gene assay,C=C1c2ccc(-c3cccc(CC(=O)O)c3)cc2C(=O)N(C)c2ccc(CC)cc21,CHEMBL2169742,,,Activity,,,Activity,,,C=C1c2ccc(-c3cccc(CC(=O)O)c3)cc2C(=O)N(C)c2ccc(CC)cc21,2012
Transactivational agonist activity at human LXRalpha transfected in HEK293 cells expressing CMX-Gal4N assessed as luciferase activity at 30 uM after 16 hrs by reporter gene assay,C=C1c2ccc(-c3ccc(C(=O)O)cc3)cc2C(=O)N(C)c2ccc(CC)cc21,CHEMBL2169742,,,Activity,,,Activity,,,C=C1c2ccc(-c3ccc(C(=O)O)cc3)cc2C(=O)N(C)c2ccc(CC)cc21,2012
Transactivational agonist activity at human LXRalpha transfected in HEK293 cells expressing CMX-Gal4N assessed as luciferase activity at 30 uM after 16 hrs by reporter gene assay,C=C1c2ccc(-c3cccc(C(=O)O)c3)cc2C(=O)N(C)c2ccc(CC)cc21,CHEMBL2169742,,,Activity,,,Activity,,,C=C1c2ccc(-c3cccc(C(=O)O)c3)cc2C(=O)N(C)c2ccc(CC)cc21,2012
Binding affinity to human GST-tagged LXRalpha expressed in Escherichia coli BL21(DE3) at 1 uM after 1 hr by fluorescence polarization assay,COc1ccc(CCc2ccc(N3C(=O)c4ccc(N(C)C)cc4C3=O)cc2)cc1,CHEMBL2169742,,,Activity,,,Activity,,,COc1ccc(CCc2ccc(N3C(=O)c4ccc(N(C)C)cc4C3=O)cc2)cc1,2012
"Binding affinity to human GST-tagged LXRalpha expressed in Escherichia coli BL21(DE3) assessed as inhibition of 2-(4-(4-methoxyphenethyl)phenyl)-5- (dimethylamino)isoindoline-1,3-dione binding after 1 hr by fluorescence polarization assay",C=C1c2ccccc2C(=O)N(C)c2ccc(CC)cc21,CHEMBL2169742,,,Activity,,,Activity,,,C=C1c2ccccc2C(=O)N(C)c2ccc(CC)cc21,2012
"Binding affinity to human GST-tagged LXRalpha expressed in Escherichia coli BL21(DE3) assessed as inhibition of 2-(4-(4-methoxyphenethyl)phenyl)-5- (dimethylamino)isoindoline-1,3-dione binding after 1 hr by fluorescence polarization assay",C=C1c2ccccc2C(=O)N(C)c2ccc(C(C)(C)C)cc21,CHEMBL2169742,,,Activity,,,Activity,,,C=C1c2ccccc2C(=O)N(C)c2ccc(C(C)(C)C)cc21,2012
"Binding affinity to human GST-tagged LXRalpha expressed in Escherichia coli BL21(DE3) assessed as inhibition of 2-(4-(4-methoxyphenethyl)phenyl)-5- (dimethylamino)isoindoline-1,3-dione binding after 1 hr by fluorescence polarization assay",O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,CHEMBL2169742,,,Activity,,,Activity,,,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,2012
Transactivational antagonist activity at human LXRalpha transfected in HEK293 cells coexpressing CMX-Gal4N-SMRT assessed as SMRT recruitment at 0.03 to 10 uM after 16 hrs by reporter gene assay,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,CHEMBL2169742,,,Activity,,,Activity,,,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,2012
Transactivational antagonist activity at human LXRalpha transfected in HEK293 cells coexpressing CMX-Gal4N-NCoR assessed as NCoR recruitment at 0.03 to 10 uM after 16 hrs by reporter gene assay,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,CHEMBL2169742,,,Activity,,,Activity,,,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,2012
Transactivational antagonist activity at human LXRalpha transfected in HEK293 cells coexpressing CMX-Gal4N-SMRT assessed as SMRT recruitment after 16 hrs by reporter gene assay,C=C1c2ccccc2C(=O)N(C)c2ccc(CC)cc21,CHEMBL2169742,,,Activity,,,Activity,,,C=C1c2ccccc2C(=O)N(C)c2ccc(CC)cc21,2012
Transactivational antagonist activity at human LXRalpha transfected in HEK293 cells coexpressing CMX-Gal4N-NCoR assessed as NCoR recruitment after 16 hrs by reporter gene assay,C=C1c2ccccc2C(=O)N(C)c2ccc(CC)cc21,CHEMBL2169742,,,Activity,,,Activity,,,C=C1c2ccccc2C(=O)N(C)c2ccc(CC)cc21,2012
Transactivational antagonist activity at human LXRalpha transfected in HEK293 cells coexpressing CMX-Gal4N-SMRT assessed as SMRT recruitment after 16 hrs by reporter gene assay,C=C1c2ccccc2C(=O)N(C)c2ccc(C(C)(C)C)cc21,CHEMBL2169742,,,Activity,,,Activity,,,C=C1c2ccccc2C(=O)N(C)c2ccc(C(C)(C)C)cc21,2012
Transactivational antagonist activity at human LXRalpha transfected in HEK293 cells coexpressing CMX-Gal4N-NCoR assessed as NCoR recruitment after 16 hrs by reporter gene assay,C=C1c2ccccc2C(=O)N(C)c2ccc(C(C)(C)C)cc21,CHEMBL2169742,,,Activity,,,Activity,,,C=C1c2ccccc2C(=O)N(C)c2ccc(C(C)(C)C)cc21,2012
Transactivational agonist activity at human LXRalpha transfected in HEK293 cells coexpressing CMX-Gal4N-DRIP205 assessed as DRIP205 recruitment at 10 uM after 16 hrs by mammalian two-hybrid assay,C=C1c2ccccc2C(=O)N(C)c2ccc(C(C)(C)C)cc21,CHEMBL2169742,,,Activity,,,Activity,,,C=C1c2ccccc2C(=O)N(C)c2ccc(C(C)(C)C)cc21,2012
Transactivational agonist activity at human LXRalpha transfected in HEK293 cells coexpressing CMX-Gal4N-SRC1 assessed as SRC1 recruitment at 10 uM after 16 hrs by mammalian two-hybrid assay,C=C1c2ccccc2C(=O)N(C)c2ccc(C(C)(C)C)cc21,CHEMBL2169742,,,Activity,,,Activity,,,C=C1c2ccccc2C(=O)N(C)c2ccc(C(C)(C)C)cc21,2012
Transactivational agonist activity at human LXRalpha transfected in HEK293 cells coexpressing CMX-Gal4N-DRIP205 assessed as DRIP205 recruitment at 10 uM after 16 hrs by mammalian two-hybrid assay,C=C1c2ccccc2C(=O)N(C)c2ccc(CC)cc21,CHEMBL2169742,,,Activity,,,Activity,,,C=C1c2ccccc2C(=O)N(C)c2ccc(CC)cc21,2012
Transactivational agonist activity at human LXRalpha transfected in HEK293 cells coexpressing CMX-Gal4N-SRC1 assessed as SRC1 recruitment at 10 uM after 16 hrs by mammalian two-hybrid assay,C=C1c2ccccc2C(=O)N(C)c2ccc(CC)cc21,CHEMBL2169742,,,Activity,,,Activity,,,C=C1c2ccccc2C(=O)N(C)c2ccc(CC)cc21,2012
Transactivational antagonist activity at human LXRalpha transfected in HEK293 cells expressing CMX-Gal4N assessed as inhibition of T1317-induced luciferase activity after 16 hrs by reporter gene assay,C=C1c2ccccc2C(=O)N(C)c2ccc(C(C)(C)C)cc21,CHEMBL2169742,=,=,IC50,nM,5400.0,IC50,uM,5.4,C=C1c2ccccc2C(=O)N(C)c2ccc(C(C)(C)C)cc21,2012
Transactivational antagonist activity at human LXRalpha transfected in HEK293 cells expressing CMX-Gal4N assessed as inhibition of T1317-induced luciferase activity after 16 hrs by reporter gene assay,C=C1c2ccccc2C(=O)N(C)c2ccc(C(C)C)cc21,CHEMBL2169742,=,=,IC50,nM,1700.0,IC50,uM,1.7,C=C1c2ccccc2C(=O)N(C)c2ccc(C(C)C)cc21,2012
Transactivational antagonist activity at human LXRalpha transfected in HEK293 cells expressing CMX-Gal4N assessed as inhibition of T1317-induced luciferase activity after 16 hrs by reporter gene assay,C=C1c2ccccc2C(=O)N(C)c2ccc(CCCCCCCCCCCC)cc21,CHEMBL2169742,>,>,IC50,nM,30000.0,IC50,uM,30.0,C=C1c2ccccc2C(=O)N(C)c2ccc(CCCCCCCCCCCC)cc21,2012
Transactivational antagonist activity at human LXRalpha transfected in HEK293 cells expressing CMX-Gal4N assessed as inhibition of T1317-induced luciferase activity after 16 hrs by reporter gene assay,C=C1c2ccccc2C(=O)N(C)c2ccc(CCCCCC)cc21,CHEMBL2169742,>,>,IC50,nM,10000.0,IC50,uM,10.0,C=C1c2ccccc2C(=O)N(C)c2ccc(CCCCCC)cc21,2012
Transactivational antagonist activity at human LXRalpha transfected in HEK293 cells expressing CMX-Gal4N assessed as inhibition of T1317-induced luciferase activity after 16 hrs by reporter gene assay,C=C1c2ccccc2C(=O)N(C)c2ccc(CC)cc21,CHEMBL2169742,>,>,IC50,nM,30000.0,IC50,uM,30.0,C=C1c2ccccc2C(=O)N(C)c2ccc(CC)cc21,2012
Transactivational antagonist activity at human LXRalpha transfected in HEK293 cells expressing CMX-Gal4N assessed as inhibition of T1317-induced luciferase activity after 16 hrs by reporter gene assay,C=C1c2ccccc2C(=O)N(C)c2ccc(C)cc21,CHEMBL2169742,>,>,IC50,nM,10000.0,IC50,uM,10.0,C=C1c2ccccc2C(=O)N(C)c2ccc(C)cc21,2012
Transactivational antagonist activity at human LXRalpha transfected in HEK293 cells expressing CMX-Gal4N assessed as inhibition of T1317-induced luciferase activity after 16 hrs by reporter gene assay,C=C1c2ccccc2C(=O)N(C)c2ccccc21,CHEMBL2169742,>,>,IC50,nM,10000.0,IC50,uM,10.0,C=C1c2ccccc2C(=O)N(C)c2ccccc21,2012
Transactivational agonist activity at human LXRalpha transfected in HEK293 cells expressing CMX-Gal4N assessed as luciferase activity at 30 uM after 16 hrs by reporter gene assay,C=C1c2ccccc2C(=O)N(C)c2ccc(C(C)(C)C)cc21,CHEMBL2169742,,,Activity,,,Activity,,,C=C1c2ccccc2C(=O)N(C)c2ccc(C(C)(C)C)cc21,2012
Transactivational agonist activity at human LXRalpha transfected in HEK293 cells expressing CMX-Gal4N assessed as luciferase activity at 30 uM after 16 hrs by reporter gene assay,C=C1c2ccccc2C(=O)N(C)c2ccc(C(C)C)cc21,CHEMBL2169742,,,Activity,,,Activity,,,C=C1c2ccccc2C(=O)N(C)c2ccc(C(C)C)cc21,2012
Transactivational agonist activity at human LXRalpha transfected in HEK293 cells expressing CMX-Gal4N assessed as luciferase activity at 30 uM after 16 hrs by reporter gene assay,C=C1c2ccccc2C(=O)N(C)c2ccc(CCCCCCCCCCCC)cc21,CHEMBL2169742,,,Activity,,,Activity,,,C=C1c2ccccc2C(=O)N(C)c2ccc(CCCCCCCCCCCC)cc21,2012
Transactivational agonist activity at human LXRalpha transfected in HEK293 cells expressing CMX-Gal4N assessed as luciferase activity at 30 uM after 16 hrs by reporter gene assay,C=C1c2ccccc2C(=O)N(C)c2ccc(CCCCCC)cc21,CHEMBL2169742,,,Activity,,,Activity,,,C=C1c2ccccc2C(=O)N(C)c2ccc(CCCCCC)cc21,2012
Transactivational agonist activity at human LXRalpha transfected in HEK293 cells expressing CMX-Gal4N assessed as luciferase activity at 30 uM after 16 hrs by reporter gene assay,C=C1c2ccccc2C(=O)N(C)c2ccc(CC)cc21,CHEMBL2169742,,,Activity,,,Activity,,,C=C1c2ccccc2C(=O)N(C)c2ccc(CC)cc21,2012
Transactivational agonist activity at human LXRalpha transfected in HEK293 cells expressing CMX-Gal4N assessed as luciferase activity at 30 uM after 16 hrs by reporter gene assay,C=C1c2ccccc2C(=O)N(C)c2ccc(C)cc21,CHEMBL2169742,,,Activity,,,Activity,,,C=C1c2ccccc2C(=O)N(C)c2ccc(C)cc21,2012
Transactivational antagonist activity at human LXRalpha transfected in HEK293 cells expressing CMX-Gal4N assessed as inhibition of T1317-induced luciferase activity at 30 uM after 16 hrs by reporter gene assay,C=C1c2ccccc2C(=O)N(C)c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc21,CHEMBL2169742,,,Inhibition,%,,INH,,,C=C1c2ccccc2C(=O)N(C)c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc21,2012
Transactivational antagonist activity at human LXRalpha transfected in HEK293 cells expressing CMX-Gal4N assessed as inhibition of T1317-induced luciferase activity at 30 uM after 16 hrs by reporter gene assay,CN1C(=O)c2ccccc2CCc2cc(C(O)(C(F)(F)F)C(F)(F)F)ccc21,CHEMBL2169742,,,Inhibition,%,,INH,,,CN1C(=O)c2ccccc2CCc2cc(C(O)(C(F)(F)F)C(F)(F)F)ccc21,2012
Transactivational antagonist activity at human LXRalpha transfected in HEK293 cells expressing CMX-Gal4N assessed as inhibition of T1317-induced luciferase activity at 30 uM after 16 hrs by reporter gene assay,CN1C(=O)c2ccccc2Oc2cc(C(O)(C(F)(F)F)C(F)(F)F)ccc21,CHEMBL2169742,,,Inhibition,%,,INH,,,CN1C(=O)c2ccccc2Oc2cc(C(O)(C(F)(F)F)C(F)(F)F)ccc21,2012
Transactivational antagonist activity at human LXRalpha transfected in HEK293 cells expressing CMX-Gal4N assessed as inhibition of T1317-induced luciferase activity at 30 uM after 16 hrs by reporter gene assay,CN(C(=O)c1ccccc1)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,CHEMBL2169742,,,Inhibition,%,,INH,,,CN(C(=O)c1ccccc1)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,2012
Transactivational antagonist activity at human LXRalpha transfected in HEK293 cells expressing CMX-Gal4N assessed as inhibition of T1317-induced luciferase activity after 16 hrs by reporter gene assay,Cn1c(=O)c2ccccc2c2cc(C(O)(C(F)(F)F)C(F)(F)F)ccc21,CHEMBL2169742,=,=,IC50,nM,4100.0,IC50,uM,4.1,Cn1c(=O)c2ccccc2c2cc(C(O)(C(F)(F)F)C(F)(F)F)ccc21,2012
Transactivational antagonist activity at human LXRalpha transfected in HEK293 cells expressing CMX-Gal4N assessed as inhibition of T1317-induced luciferase activity after 16 hrs by reporter gene assay,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,CHEMBL2169742,,,IC50,,,IC50,,,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,2012
"Transactivational agonist activity at human LXRalpha transfected in HEK293 cells expressing CMX-Gal4N assessed as luciferase activity after 16 hrs by reporter gene assay relative to N-(4-(1,1,1,3,3,3-hexafluoro-2-hydroxypropan-2-yl)phenyl)-N-methylbenzamide",C=C1c2ccccc2C(=O)N(C)c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc21,CHEMBL2169742,=,=,Efficacy,%,45.0,Efficacy,%,45.0,C=C1c2ccccc2C(=O)N(C)c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc21,2012
"Transactivational agonist activity at human LXRalpha transfected in HEK293 cells expressing CMX-Gal4N assessed as luciferase activity after 16 hrs by reporter gene assay relative to N-(4-(1,1,1,3,3,3-hexafluoro-2-hydroxypropan-2-yl)phenyl)-N-methylbenzamide",CN1C(=O)c2ccccc2CCc2cc(C(O)(C(F)(F)F)C(F)(F)F)ccc21,CHEMBL2169742,=,=,Efficacy,%,117.0,Efficacy,%,117.0,CN1C(=O)c2ccccc2CCc2cc(C(O)(C(F)(F)F)C(F)(F)F)ccc21,2012
"Transactivational agonist activity at human LXRalpha transfected in HEK293 cells expressing CMX-Gal4N assessed as luciferase activity after 16 hrs by reporter gene assay relative to N-(4-(1,1,1,3,3,3-hexafluoro-2-hydroxypropan-2-yl)phenyl)-N-methylbenzamide",CN1C(=O)c2ccccc2Oc2cc(C(O)(C(F)(F)F)C(F)(F)F)ccc21,CHEMBL2169742,=,=,Efficacy,%,12.0,Efficacy,%,12.0,CN1C(=O)c2ccccc2Oc2cc(C(O)(C(F)(F)F)C(F)(F)F)ccc21,2012
"Transactivational agonist activity at human LXRalpha transfected in HEK293 cells expressing CMX-Gal4N assessed as luciferase activity after 16 hrs by reporter gene assay relative to N-(4-(1,1,1,3,3,3-hexafluoro-2-hydroxypropan-2-yl)phenyl)-N-methylbenzamide",CN(C(=O)c1ccccc1)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,CHEMBL2169742,=,=,Efficacy,%,100.0,Efficacy,%,100.0,CN(C(=O)c1ccccc1)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,2012
"Transactivational agonist activity at human LXRalpha transfected in HEK293 cells expressing CMX-Gal4N assessed as luciferase activity after 16 hrs by reporter gene assay relative to N-(4-(1,1,1,3,3,3-hexafluoro-2-hydroxypropan-2-yl)phenyl)-N-methylbenzamide",O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,CHEMBL2169742,=,=,Efficacy,%,124.0,Efficacy,%,124.0,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,2012
Transactivational agonist activity at human LXRalpha transfected in HEK293 cells expressing CMX-Gal4N assessed as luciferase activity at 30 uM after 16 hrs by reporter gene assay,Cn1c(=O)c2ccccc2c2cc(C(O)(C(F)(F)F)C(F)(F)F)ccc21,CHEMBL2169742,,,Activity,,,Activity,,,Cn1c(=O)c2ccccc2c2cc(C(O)(C(F)(F)F)C(F)(F)F)ccc21,2012
Transactivational agonist activity at human LXRalpha transfected in HEK293 cells expressing CMX-Gal4N assessed as luciferase activity after 16 hrs by reporter gene assay,C=C1c2ccccc2C(=O)N(C)c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc21,CHEMBL2169742,=,=,EC50,nM,1700.0,EC50,uM,1.7,C=C1c2ccccc2C(=O)N(C)c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc21,2012
Transactivational agonist activity at human LXRalpha transfected in HEK293 cells expressing CMX-Gal4N assessed as luciferase activity after 16 hrs by reporter gene assay,CN1C(=O)c2ccccc2CCc2cc(C(O)(C(F)(F)F)C(F)(F)F)ccc21,CHEMBL2169742,=,=,EC50,nM,910.0,EC50,uM,0.91,CN1C(=O)c2ccccc2CCc2cc(C(O)(C(F)(F)F)C(F)(F)F)ccc21,2012
Transactivational agonist activity at human LXRalpha transfected in HEK293 cells expressing CMX-Gal4N assessed as luciferase activity after 16 hrs by reporter gene assay,CN1C(=O)c2ccccc2Oc2cc(C(O)(C(F)(F)F)C(F)(F)F)ccc21,CHEMBL2169742,=,=,EC50,nM,4200.0,EC50,uM,4.2,CN1C(=O)c2ccccc2Oc2cc(C(O)(C(F)(F)F)C(F)(F)F)ccc21,2012
Transactivational agonist activity at human LXRalpha transfected in HEK293 cells expressing CMX-Gal4N assessed as luciferase activity after 16 hrs by reporter gene assay,CN(C(=O)c1ccccc1)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,CHEMBL2169742,=,=,EC50,nM,630.0,EC50,uM,0.63,CN(C(=O)c1ccccc1)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,2012
Transactivational agonist activity at human LXRalpha transfected in HEK293 cells expressing CMX-Gal4N assessed as luciferase activity after 16 hrs by reporter gene assay,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,CHEMBL2169742,=,=,EC50,nM,340.0,EC50,uM,0.34,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,2012
Agonist activity at human LXR-alpha assessed as increase in recruitment of Trap 220/Drip2 coactivator peptide by TR-FRET assay,CCOC(=O)c1c(O)cc(O)cc1O,CHEMBL2203118,=,=,EC50,nM,1500.0,EC50,uM,1.5,CCOC(=O)c1c(O)cc(O)cc1O,2012
Agonist activity at LXR-alpha in human THP1 cells assessed as reduced cellular cholesterol concentration at 1 uM,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,CHEMBL2203118,,,Activity,,,Activity,,,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,2012
Agonist activity at LXR-alpha in human Caco2 cells assessed as reduction in cellular cholesterol level,CCOC(=O)c1c(O)cc(O)cc1O,CHEMBL2203118,,,Activity,,,Activity,,,CCOC(=O)c1c(O)cc(O)cc1O,2012
Agonist activity at LXR-alpha in human HepG2 cells assessed as reduction in cellular cholesterol level,CCOC(=O)c1c(O)cc(O)cc1O,CHEMBL2203118,,,Activity,,,Activity,,,CCOC(=O)c1c(O)cc(O)cc1O,2012
Agonist activity at LXR-alpha in human THP1 cells assessed as reduced cellular cholesterol concentration,CCOC(=O)c1c(O)cc(O)cc1O,CHEMBL2203118,,,Activity,,,Activity,,,CCOC(=O)c1c(O)cc(O)cc1O,2012
Agonist activity at LXR-alpha in human THP1 cells assessed as increase cholesterol efflux to HDL by FACs analysis,CCOC(=O)c1c(O)cc(O)cc1O,CHEMBL2203118,,,Activity,,,Activity,,,CCOC(=O)c1c(O)cc(O)cc1O,2012
Binding affinity to human LXR-alpha LBD by SPR-Biacore assay,CCOC(=O)c1c(O)cc(O)cc1O,CHEMBL2203118,,,Activity,,,Activity,,,CCOC(=O)c1c(O)cc(O)cc1O,2012
Agonist activity at human LXR-alpha assessed as increase in recruitment of Trap 220/Drip2 coactivator peptide by TR-FRET assay,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,CHEMBL2203118,=,=,EC50,nM,1430.0,EC50,uM,1.43,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,2012
Agonist activity at LXR-alpha in human THP1 cells assessed as increase cholesterol efflux to HDL at 1 uM by FACs analysis,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,CHEMBL2203118,,,Activity,,,Activity,,,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,2012
Agonist activity at human LXR-alpha assessed as increase in recruitment of Trap 220/Drip2 coactivator peptide by TR-FRET assay,CCOC(=O)c1c(O)cc(O)cc1O,CHEMBL2203118,,,Activity,,,Activity,,,CCOC(=O)c1c(O)cc(O)cc1O,2012
